id,text,span
231,"Tulevikus hakkab Tallinna lahte ähvardavast õlireostusest märku andma poide külge kinnitatud anduritest koosnev hoiatussüsteem , mis merevees naftasaadustega kokku puutudes annab mobiilside kaudu häiret .","{'start': 17, 'end': 31, 'text': 'Tallinna lahte', 'labels': ['LOC']}"
232,"Tervisekaitsetalituse esindaja sõnul ei maksaks supelda Tallinnas Stroomi rannas ja Russalka juures , samuti Haapsalus Aafrika rannas .","{'start': 119, 'end': 133, 'text': 'Aafrika rannas', 'labels': ['LOC']}"
233,Künnapul oli aga esimene maja valmis saanud ja ta kutsus mind seda Kihnu saarele vaatama .,"{'start': 67, 'end': 80, 'text': 'Kihnu saarele', 'labels': ['LOC']}"
234,"Alles paar aastat tagasi tõid torm ja jää talvel Pärnumaal rannale sajapealise hülgekoloonia , nii et pisihülged uitasid linnatänavatel ning maakonnas ringi .","{'start': 49, 'end': 66, 'text': 'Pärnumaal rannale', 'labels': ['LOC']}"
235,"Netanyahu jättis üleeile ära päevaplaanis olnud kiireloomulise kohtumise Jordani jõe läänekalda ja Gaza sektori Palestiina omavalitsusalade juudi asunike juhtidega , sest ta nelja-aastane poeg Yair kukkus lasteaias näoli ning lõi oma huule puruks .","{'start': 73, 'end': 84, 'text': 'Jordani jõe', 'labels': ['LOC']}"
236,"USA energeetikaminister Bill Richardson käis enne OPECi Viini kohtumist visiidil mitmes Pärsia lahe piirkonna riigis , püüdes sealseid juhte veenda mitte langetama nafta ekspordi mahtu , kuid teda ei võetud kuulda .","{'start': 88, 'end': 99, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
237,"Anne kanalis , Harku järves , Tamula järves , Valgjärves , Palojärves , Mooste järves , Paide tehisjärves , Räpina paisjärves ning Värska lahes on vee temperatuur 25 kraadi .","{'start': 88, 'end': 105, 'text': 'Paide tehisjärves', 'labels': ['LOC']}"
238,"Saaremaal Sääre lahes , Ristnal ja Sillamäel 13 kraadi .","{'start': 10, 'end': 21, 'text': 'Sääre lahes', 'labels': ['LOC']}"
239,"Põhja-Korea suursaadik Moskvas Son Sen Phir teatas eile , et Põhja-Korea ei näe mingit vajadust neljapoolseiks rahukõnelusteks ning soovib arutada pingete leevendamist Korea poolsaarel ainult USA-ga .","{'start': 168, 'end': 184, 'text': 'Korea poolsaarel', 'labels': ['LOC']}"
240,"Kuressaare linnavalitsus sai riigi keskkonnatoetuste raha jagavalt sihtasutuselt 300.000 krooni , et heakorrastada Põduste jõe ääres asuv vana prügila , kuhu ärimehed kavandavad rajada golfiväljaku .","{'start': 115, 'end': 126, 'text': 'Põduste jõe', 'labels': ['LOC']}"
241,"Lääne-Virumaa talumees Toivo väidab , et tema maadel asuva Põlula allika vesi on parem kui maailmakuulus Evian .","{'start': 59, 'end': 72, 'text': 'Põlula allika', 'labels': ['LOC']}"
242,Talebani allikail võtsid nad eile hommikul Põhja-Afganistani kohal allatulistatud luurelennukilt maha kaks kaamerat ning paigutasid need kindlasse kohta .,"{'start': 0, 'end': 17, 'text': 'Talebani allikail', 'labels': ['LOC']}"
243,Lanzarote saarel peetud Volcano olümpiatriatlonil sai Kirill Litovtšenko viienda ja Margus Tamm kuuenda koha .,"{'start': 0, 'end': 16, 'text': 'Lanzarote saarel', 'labels': ['LOC']}"
244,Alambra seisab Tallinna lahel alates möödunud aasta lõpust .,"{'start': 15, 'end': 29, 'text': 'Tallinna lahel', 'labels': ['LOC']}"
245,Kalevi mängude raames peetud lahtistel sõudmise meistrivõistlust= el Harku järvel võitis meeste ühepaadil Jüri Jaanson sõudeklubist Pärnu sama linna kalevlase Roman Lutoshkini ees .,"{'start': 69, 'end': 81, 'text': 'Harku järvel', 'labels': ['LOC']}"
246,"Pürenee poolsaarel tuntud maailma üks esimesi naistoreadoore , Venemaalt pärit Lidia Artamonova esineb Portugali härjavõitlusel , mis erinevalt Hispaania omast ei näe ette looma tapmist .","{'start': 0, 'end': 18, 'text': 'Pürenee poolsaarel', 'labels': ['LOC']}"
247,Oli poliitvangina Ankara jõe kaldal Kitovis ehitusosakonna juhataja asetäitja .,"{'start': 18, 'end': 28, 'text': 'Ankara jõe', 'labels': ['LOC']}"
248,Hiina lennukikandja triivib Egeuse merel,"{'start': 28, 'end': 40, 'text': 'Egeuse merel', 'labels': ['LOC']}"
249,"Stroomi , Kakumäe ja Kunda lahes oli vesi 14 kraadi soe .","{'start': 21, 'end': 32, 'text': 'Kunda lahes', 'labels': ['LOC']}"
250,"Kihnu saarelt reedel merele kalale läinud keskealine naine triivis halva ilma tõttu Lätti , kust piirivalve ta ööl vastu pühapäeva kodumaale tagasi toimetas , teatas BNS .","{'start': 0, 'end': 13, 'text': 'Kihnu saarelt', 'labels': ['LOC']}"
251,USA luurelennuk ja Hiina hävitaja põrkasid 1. aprillil kokku Hiinale kuuluva Hainani saare lähedal .,"{'start': 77, 'end': 90, 'text': 'Hainani saare', 'labels': ['LOC']}"
252,"Peategelasteks on neli tõelist , üksteisele pühendunud armastajapaari , kes saadetakse Kariibi mere saarele , lahutatakse seal teineteisest ning jäetakse modellide ja teiste üliveetlevate vallaliste võrgutada .","{'start': 87, 'end': 99, 'text': 'Kariibi mere', 'labels': ['LOC']}"
253,Pärnu maavalitsus nõustus tellima Kihnu saare ja mandri vahel sõitvalt parvlaevalt Jõnn lisareisi neljapäeval ning nüüd ei pääse kihnlased suurele maale vaid laupäeviti .,"{'start': 34, 'end': 45, 'text': 'Kihnu saare', 'labels': ['LOC']}"
254,"Pilooti otsib Lõuna-Hiina merest kümmekond laeva ja paarkümmend lennukit , kuid meest pole seni veel leitud .","{'start': 14, 'end': 32, 'text': 'Lõuna-Hiina merest', 'labels': ['LOC']}"
255,Pärnu jõe suudmes asuv ujuvrestoran suleti suve algul .,"{'start': 0, 'end': 9, 'text': 'Pärnu jõe', 'labels': ['LOC']}"
256,""" Ilmselt saabusid nad just Yarra jõest , "" ütles ta .","{'start': 28, 'end': 39, 'text': 'Yarra jõest', 'labels': ['LOC']}"
257,"Kariibi meres asuvas Dominica saareriigis tähistas end maailma vanimaks inimeseks nimetav naine laupäeval oma 126. sünnipäeva ning soovitas süüa looduslikku toitu , et kaua elada .","{'start': 0, 'end': 13, 'text': 'Kariibi meres', 'labels': ['LOC']}"
258,"Seejuures kolmandik neist Narva jões , kuus Pärnu ja Kihnu vahelt , kaks nii Saaremaa kui Hiiumaa vetest .","{'start': 26, 'end': 36, 'text': 'Narva jões', 'labels': ['LOC']}"
259,"Supelrandadest tunnistas komisjon Eestis Sinilipu vääriliseks Pühajärve ranna ja esmakordselt Pärnu ranna , mis on lipu saanud eelnevalt kolm korda .","{'start': 94, 'end': 105, 'text': 'Pärnu ranna', 'labels': ['LOC']}"
260,"Matkad kõigil Eesti jõgedel , käidud Slovakkias , kavas Soome jõed .","{'start': 56, 'end': 66, 'text': 'Soome jõed', 'labels': ['LOC']}"
261,"Vagunite aknad avati alles peale Leningradi , uksed sai avada veidi enne Uurali mägesid .","{'start': 73, 'end': 87, 'text': 'Uurali mägesid', 'labels': ['LOC']}"
262,Hea ja mõnusa ning meeldivalt sooja kohana tuntud Canary saared peidavad endas ka midagi hirmuäratavat .,"{'start': 50, 'end': 63, 'text': 'Canary saared', 'labels': ['LOC']}"
263,1999. aasta juulis tõid ESSi turvamehed Tallinnas Stroomi rannas veest välja teadvusetu 45aastase mehe .,"{'start': 50, 'end': 64, 'text': 'Stroomi rannas', 'labels': ['LOC']}"
264,"12,4 Paldiski lahes , 12 Kakumäel ja Sillamäel ning 11 Narva-Jõesuus ja Toila rannas .","{'start': 5, 'end': 19, 'text': 'Paldiski lahes', 'labels': ['LOC']}"
265,"Reede/22 . juunil hommikul kohtuvad Pärnu lahel Eesti Mereväe patrull-laev "" Ristna "" , Piirivalve patrull-laev "" Vapper "" ja Briti kuningliku mereväe","{'start': 36, 'end': 47, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
266,Raportis ennustatakse Aafrika kontinendile viljasaagi ja veevarude vähenemist ning kõrbealade suurenemist,"{'start': 22, 'end': 42, 'text': 'Aafrika kontinendile', 'labels': ['LOC']}"
267,"Barentsi mere põhjas lebava Vene tuumaallveelaeva Kursk kallal töötavad tuukrid eemaldasid laevakere küljest periskoobi ja veel kolm seadet , et saaks paremini kinnitada allveelaeva pinnaletõstmiseks vajalikke trosse .","{'start': 0, 'end': 13, 'text': 'Barentsi mere', 'labels': ['LOC']}"
268,"Kuigi mitte inimeste peal , kasutas 1942. aastal biorelva Suurbritannia , tappes siberi katku bakteritega *otimaa põhjatipus Gruinardi saarel terve lambakarja .","{'start': 125, 'end': 141, 'text': 'Gruinardi saarel', 'labels': ['LOC']}"
269,Pärast seda suundus Kassar piirivalve eskortimisel tagasi reidile Prangli saare juurde .,"{'start': 66, 'end': 79, 'text': 'Prangli saare', 'labels': ['LOC']}"
270,"Pirita jõe ääres pikki aastaid tegutsenud Peoleo toidutare oli sedavõrd maha käinud , et jäi vaid oodata , millal nad uksed sulgevad .","{'start': 0, 'end': 10, 'text': 'Pirita jõe', 'labels': ['LOC']}"
271,"Ameerika analüütikud võrdlevad Vene S-300 - või teise nimega SA-10 tüüpi - rakette Patriot-tüüpi ründerelvadega , mida kasutati edukalt Pärsia lahe sõjas .","{'start': 136, 'end': 147, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
272,"Õhutemperatuur , eelkõige Vahemere kaldal , ulatub 40 kraadini ega lange ka öösel alla 25 kraadi .","{'start': 26, 'end': 41, 'text': 'Vahemere kaldal', 'labels': ['LOC']}"
273,""" Jääpiir jookseb Muuga lahest Prangli saareni ja Soomes kuni Turuni välja , "" rääkis ta .","{'start': 18, 'end': 30, 'text': 'Muuga lahest', 'labels': ['LOC']}"
274,"Möödunud nädalalõpul toodi Pärnu jõkke neli koormatäit noort Pärnu jõele eripärast poolsiirdesiiga , kokku laseb keskkonnateenistus jõkke 70 000 isendit .","{'start': 61, 'end': 72, 'text': 'Pärnu jõele', 'labels': ['LOC']}"
275,"Kõige suuremaid kahjustusi said La Palma ja Tenerife saar , kus väljarebitud puude ja maalihete tõttu tuli sulgeda mitmed teed , teatas ETV24 .","{'start': 44, 'end': 57, 'text': 'Tenerife saar', 'labels': ['LOC']}"
276,"61 cm kõrgune vaas leiti Weishui jõe kaldalt , umbes kilomeetri kauguselt Tanhelist , kus arheoloogid on kaevanud välja suure hulga pronksvaase .","{'start': 25, 'end': 36, 'text': 'Weishui jõe', 'labels': ['LOC']}"
277,Riia linnavalitsuse korraldatud konkuresi Kipsala saarel Daugava jões võitis Varner & Partners .,"{'start': 57, 'end': 69, 'text': 'Daugava jões', 'labels': ['LOC']}"
278,"JAKARTA , 28. märts ( Reuters-EPLO ) - Indoneesia Sumtra saare lähedal oli esmaspäeva õhtul 8,7 -magnituudine maavärin , hukkus mitukümmend inimest .","{'start': 50, 'end': 62, 'text': 'Sumtra saare', 'labels': ['LOC']}"
279,"Putin peatus Jenissei jõe ääres asuvas Sizaja asulas , kust oli pärit 1997. aastal traagiliselt hukkunud maadlejast olümpiakangelane Ivan Jarõgin .","{'start': 13, 'end': 25, 'text': 'Jenissei jõe', 'labels': ['LOC']}"
280,Bali saarel on pärast 11. septembri terroriakte USAs vähenenud hotellide täituvus 70-80 protsendilt 20-30 protsendini .,"{'start': 0, 'end': 11, 'text': 'Bali saarel', 'labels': ['LOC']}"
281,Kirikukontserdid ulatuvad piirist piirini - Valga kirikust Eesti põhjapoolseima pühakojani Prangli saarel ( erireis Pranglile Leppneeme sadamast 5. augusti hommikul kell 9 ) .,"{'start': 91, 'end': 105, 'text': 'Prangli saarel', 'labels': ['LOC']}"
282,Mati Hool ja Karl-Hannes Tagu võitsid selle aasta jääpurjetamise avavõistlusel Pärnu lahel .,"{'start': 79, 'end': 90, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
283,"Suur-Pakri saarel ei ole elanikke , samas külastavad Pakri saari suveperioodil turistid .","{'start': 0, 'end': 17, 'text': 'Suur-Pakri saarel', 'labels': ['LOC']}"
284,Praegu seisab Russalka imposantse monumendina Soome lahe põhjas püsti .,"{'start': 46, 'end': 56, 'text': 'Soome lahe', 'labels': ['LOC']}"
285,Wilma oli 15 kuu jooksul kaheksas Floridat tabanud orkaan ning sel aastal kuulutati kaugele merre ulatuvatel Key saartel evakuatsioon välja juba neljandat korda .,"{'start': 109, 'end': 120, 'text': 'Key saartel', 'labels': ['LOC']}"
286,"Linnavõim teatas ka septembris kavast kevadel alustada Paljassaare poolsaare korrastamist , et rajada sinna puhkeala , avalik rand ning kujundada kaubasadam reisisadamaks .","{'start': 55, 'end': 76, 'text': 'Paljassaare poolsaare', 'labels': ['LOC']}"
287,Ekspeditsiooni püsilaagri lähedal Moduži lahes peatus peaaegu iga päev kaks-kolm jahtlaeva .,"{'start': 34, 'end': 46, 'text': 'Moduži lahes', 'labels': ['LOC']}"
288,"Narva jõe sängi rajatava rahvusvahelise veepargiga puhke- ja hotellikompleksi peamine idee oli selles , et kompleks asub kahe riigi piiril .","{'start': 0, 'end': 9, 'text': 'Narva jõe', 'labels': ['LOC']}"
289,"Kaheksa aastat tagasi Agve panka tulemist ja olemist näinud Tiina Mõis ütleb , et Agve lugu väärib eraldi rääkimist , see on omamoodi näide ja õppetund kõigile noortele naistele - Agve suri rinnavähki .","{'start': 22, 'end': 32, 'text': 'Agve panka', 'labels': ['LOC']}"
290,"Samuti Raudna jõe ääres elav Indrek Hein aga ei kiirusta "" viiendaks aastaajaks "" nimetatavat üleujutust ennustama .","{'start': 7, 'end': 17, 'text': 'Raudna jõe', 'labels': ['LOC']}"
291,USA luurelennuk EP-3 tegi Hainani saarel hädamaandumise 1. aprillil pärast kokkupõrget Hiina hävitajaga .,"{'start': 26, 'end': 40, 'text': 'Hainani saarel', 'labels': ['LOC']}"
292,"Värina epitsenter oli Ateena geodünaamika instituudi teatel Egeuse mere põhjas , kõige tugevamini oli võnkeid tunda Samose , Ikaria ja Chiose saarel .","{'start': 135, 'end': 148, 'text': 'Chiose saarel', 'labels': ['LOC']}"
293,Sunda süviku ja saarkaarte piirkond on geoloogiliselt ja laamtektooniliselt üsnagi keerulise ehitusega .,"{'start': 0, 'end': 12, 'text': 'Sunda süviku', 'labels': ['LOC']}"
294,"Eesti-Soome tantsupidu on armastusteemaga lugu jaaniööst , mis mõlemal pool Soome lahte on osa kultuuritraditsioonist .","{'start': 76, 'end': 87, 'text': 'Soome lahte', 'labels': ['LOC']}"
295,"Suursõidu peakorraldaja Raido Rüütli sõnul on huvi suursõidul osalemise vastu üles näidanud paljud Briti saarte võidusõitjad , seda enam , et suu-ja sõrataudi ohus on ära jäetud paljud võistlused sealkandis , kaasa arvatud kuulus Mani saare võistlus .","{'start': 230, 'end': 240, 'text': 'Mani saare', 'labels': ['LOC']}"
296,"Läinud nädalal Leena üleujutuste käes kannatanud Siberit on tabanud uued tulvad Obi jõel , teatas eile eriolukordade ministeerium .","{'start': 80, 'end': 88, 'text': 'Obi jõel', 'labels': ['LOC']}"
297,"Aastaid ürgoru kaitsmise eest võidelnud Nõmme Tee Seltsi esindaja Helle Vilu avaldas heameelt , et planeeringuga määratakse kindlaks ka Pirita jõe kallaste kindlustamine ja jõe puhastamine ning piiratakse kaitseala hoonestamist .","{'start': 136, 'end': 146, 'text': 'Pirita jõe', 'labels': ['LOC']}"
298,Võru Instituudi käsitluses ulatub Lõuna-Eesti vähemalt Emajõeni põhjas ning Liivi laheni läänes .,"{'start': 76, 'end': 88, 'text': 'Liivi laheni', 'labels': ['LOC']}"
299,"Üks mu kolleeg avaldas arvamust , et Pirita randa võis õli vabalt sattuda mõnest väikesest autoremonditöökojast .","{'start': 37, 'end': 49, 'text': 'Pirita randa', 'labels': ['LOC']}"
300,Esmaspäeval kell 10.43 avastas Smolnitsa radarvaatleja ebaseadusliku piiriületuse Peipsi järvel suunaga Eestist Venemaale .,"{'start': 82, 'end': 95, 'text': 'Peipsi järvel', 'labels': ['LOC']}"
301,"Ta põrmustas veel viis vaherekordit , jõudes kõige kiiremini ekvaatorini , Hea Lootuse neemeni , Naturalisti neemeni , Hoorni neemeni ja uuesti ekvaatorini .","{'start': 119, 'end': 133, 'text': 'Hoorni neemeni', 'labels': ['LOC']}"
302,""" Nad võivad ju seda teha , kui Tallinna lahes naftat leitakse , "" arvab ettevõtja Rein Lang .","{'start': 32, 'end': 46, 'text': 'Tallinna lahes', 'labels': ['LOC']}"
303,"Pinged jagatud Korea poolsaarel on teravnenud sellest ajast , kui USA teatas oktoobris , et Põhja-Korea on üles tunnistanud 1994. aasta tuumarelvadest loobumise akti rikkumise .","{'start': 15, 'end': 31, 'text': 'Korea poolsaarel', 'labels': ['LOC']}"
304,Filipiinide Lubangi saarelt leiti 1974. aastal nooremleitnant Hiroo Onoda .,"{'start': 12, 'end': 27, 'text': 'Lubangi saarelt', 'labels': ['LOC']}"
305,Suveöös sillerdavad Tomuski silme ees Koola poolsaare hõõguvad virmalised .,"{'start': 38, 'end': 53, 'text': 'Koola poolsaare', 'labels': ['LOC']}"
306,"TALLINN , 12. jaanuar ( EPLO ) - Piirivalve palub nädalavahetusel Peipsi järvele mitte minna , kuna see võib osutuda seoses halbade jääoludega eluohtlikuks .","{'start': 66, 'end': 80, 'text': 'Peipsi järvele', 'labels': ['LOC']}"
307,"Selleks võib kasutada kas või merekaablit läbi Soome lahe , ehkki Põhjamaades ei pruugi kuivadel aastatel , kui hüdrojaamad seisavad , elektrit jätkuda .","{'start': 47, 'end': 57, 'text': 'Soome lahe', 'labels': ['LOC']}"
308,"Et tulevikus õnnetuste arv väheneks selleks sõlmisid Eesti , Soome ja Venemaa 2001. aastal koostöömemorandumi ohutuma laevaliikluse korraldamiseks Soome lahel .","{'start': 147, 'end': 158, 'text': 'Soome lahel', 'labels': ['LOC']}"
309,"Teisel pool silda tõuseb rada üles Ambrose mäele , uus rajalõik ehitatakse Pirita majandusgümnaasiumini .","{'start': 35, 'end': 48, 'text': 'Ambrose mäele', 'labels': ['LOC']}"
310,""" Soomlased ei aja laevateed lahti keset Soome lahte , vaid piki rannikut läbi Saaristo , "" lisas ta .","{'start': 41, 'end': 52, 'text': 'Soome lahte', 'labels': ['LOC']}"
311,See oli paari päevaga Tahkuna juurest liikunud juba Ristna poolsaare meridiaanini .,"{'start': 52, 'end': 68, 'text': 'Ristna poolsaare', 'labels': ['LOC']}"
312,"Piirivalvurid päästsid eile Pärnu lahes triivivalt jääpangalt üle 100 kalamehe , Peipsi järvel aga vajus läbi nõrga jää ja uppus kaks kalameest","{'start': 28, 'end': 39, 'text': 'Pärnu lahes', 'labels': ['LOC']}"
313,Keskkonnamõjude eeluuring põhineb analüüsi käigus kogutud ning ekspertidele kättesaadaval olnud Suure väina ning Väinamere looduskeskkonna kohta käivatel andmetel .,"{'start': 96, 'end': 107, 'text': 'Suure väina', 'labels': ['LOC']}"
314,"Ka suplejatele ei ole olukord töödejuhataja Pajo sõnul ohtlik , sest supluskohtadeni ja Pirita randa õli ei jõua .","{'start': 88, 'end': 100, 'text': 'Pirita randa', 'labels': ['LOC']}"
315,"Maavärina tugevus oli 6,9 magnituudi Richteri skaalal ja selle epitsenter 70 kilomeetri kaugusel Butoni saarest edelas , 33 kilomeetri sügavusel Florese meres .","{'start': 145, 'end': 158, 'text': 'Florese meres', 'labels': ['LOC']}"
316,"Applebaumi "" Gulag "" on kui Solženitsõni "" Gulagi arhipelaagi "" vaste teaduskirjanduses .","{'start': 43, 'end': 61, 'text': 'Gulagi arhipelaagi', 'labels': ['LOC']}"
317,"Pärast 1967. aasta sõda , mil Gaza sektor ja Siinai poolsaar Iisraeli võimu alla läksid , asus ta organiseerima okupeeritud aladel vastupanu Iisraelile .","{'start': 45, 'end': 60, 'text': 'Siinai poolsaar', 'labels': ['LOC']}"
318,"Juuni alguses käivitati wifi seal , kus see mullugi oli - Harju tänava rohealal ( Vilde kuju kõrval ) ja Kadrioru tiigi ääres .","{'start': 105, 'end': 119, 'text': 'Kadrioru tiigi', 'labels': ['LOC']}"
319,"Eesti ja Venemaa vaheline piir on kokku 442,2 kilomeetrit pikk : maismaal 138 kilomeetrit , Peipsi , Lämmi- ja Pihkva järvel 124,2 kilomeetrit , Narva jõel 76,4 kilomeetrit ja merel 120 kilomeetrit .","{'start': 111, 'end': 124, 'text': 'Pihkva järvel', 'labels': ['LOC']}"
320,Bashmendi kuninganna tiitli omistamisel saavad otsustavaks nii naisisiku silmapaistev riietus kui ka kehaosavus Jamaica saarelt pärit riddim'ile ehk rütmidele kaasaelamisel .,"{'start': 112, 'end': 127, 'text': 'Jamaica saarelt', 'labels': ['LOC']}"
321,"Kolmapäeval muutus Delta orkaaniks Azri saarte lähedal , mis on peaaegu 2000 kilomeetri kaugusel Floridast , teatas ETV24 .","{'start': 35, 'end': 46, 'text': 'Azri saarte', 'labels': ['LOC']}"
322,Kas India ookeani maavärin kuulub aastatuhande katastroofi kategooriasse ?,"{'start': 4, 'end': 17, 'text': 'India ookeani', 'labels': ['LOC']}"
323,"Kõigest veerand tundi hiljem istub ehmunud Augustus perenaise , Tiina Piirisaare kõrval Prangli saare keskel asuval võrkpalliplatsil ning jälgib koos mõnekümne pranglilasega , kuidas helikopterilt poolteist tonni kaupa vähem kui kümne minutiga maha laaditakse .","{'start': 88, 'end': 101, 'text': 'Prangli saare', 'labels': ['LOC']}"
324,""" Asja võimendas Pärnu ja Haapsalu lahe avatus .","{'start': 26, 'end': 39, 'text': 'Haapsalu lahe', 'labels': ['LOC']}"
325,Liivi lahel tornaadoks paisunud tormituul ujutas üle ligi veerandi Pärnust ning rannaäärsetelt aladelt kohati kuni kesklinnani tunginud vee eest tuli kodudest ja sanatooriumidest evakueerida üle 200 inimese .,"{'start': 0, 'end': 11, 'text': 'Liivi lahel', 'labels': ['LOC']}"
326,Reede hommikul kell 8.55 pidasid Alajõe kordoni piirivalvurid Peipsi järvel Vasknarvast 1 km kaugusel edelas kontrollimiseks kinni mootorpaadi .,"{'start': 62, 'end': 75, 'text': 'Peipsi järvel', 'labels': ['LOC']}"
327,Mohni saarele vaimuinimeste töötuba ?,"{'start': 0, 'end': 13, 'text': 'Mohni saarele', 'labels': ['LOC']}"
328,"Kolmapäeval kell 20 sai piirivalve häirekeskusest teate , et Peipsi järvel 3-4 kilomeetri kaugusel kaldast on ümber läinud paat .","{'start': 61, 'end': 74, 'text': 'Peipsi järvel', 'labels': ['LOC']}"
329,"USA presidendi George W. Bushi administratsioon andis üleeile korralduse saata Pärsia lahte võimaliku Iraagi sõja puhuks veel 27 000 sõdurit , kaitseametnike sõnul on USA veebruari keskpaigaks või lõpuks valmis ründama Iraaki 150 000 sõduriga .","{'start': 79, 'end': 91, 'text': 'Pärsia lahte', 'labels': ['LOC']}"
330,"Aastalõpu külmad raskendavad laevaliiklust Soome lahe kesk- ja idaosas , mistõttu aluste sissetoomiseks Kunda sadamasse kasutatakse praegu jäälõhkuja abi , kirjutab Virumaa Teataja .","{'start': 43, 'end': 53, 'text': 'Soome lahe', 'labels': ['LOC']}"
331,Jääkaardi järgi katab tihe jää Soome lahte kuni Paldiskini ja kalda ääres on Soome rannikul ja Kunda ümbruses püsijää .,"{'start': 31, 'end': 42, 'text': 'Soome lahte', 'labels': ['LOC']}"
332,"Alasti supelrannas viibimise keelamise ettepaneku tegi linnavõimudele Pirita linnaosa valitsus , lähtudes elanike kaebustest ja pöördumistest seoses nudistide viibimisega Pirita rannas , teatas Raepress .","{'start': 171, 'end': 184, 'text': 'Pirita rannas', 'labels': ['LOC']}"
333,"Norra parvlaeva Tricolori vrakk hulbib Inglise kanalis , täpsemini Calais' ehk Doveri väinas 14. detsembrist saadik , kui ligi 3000 luksusautot vedanud parvlaev põrkas tihedas udus kokku kaubalaev Karibaga .","{'start': 39, 'end': 54, 'text': 'Inglise kanalis', 'labels': ['LOC']}"
334,"Huvitavamad abielu registreerimise kohad olid Tallinna Raekoda , Niguliste kirik , Nevski katedraal , Maarjamäe loss , Särgava residents , restoran Kadriorg , villa Mary , Leigo järv ja Saku mõis .","{'start': 172, 'end': 182, 'text': 'Leigo järv', 'labels': ['LOC']}"
335,4. juunil 1960 läksid 15-aastased Anja Mäki ja Maila Björklund koos 18-aastaste Seppo Boismanni ja Nils Gustafssoniga Espoo lähedal asuva Bodomi järve äärde telkima .,"{'start': 138, 'end': 150, 'text': 'Bodomi järve', 'labels': ['LOC']}"
336,"BANDA ACEH , 26. detsember ( AP-EPLO ) - Esmaspäeval möödub aasta India ookeani rannikuäärseid elanikke ning seal viibinud turiste tabanud katastroofist .","{'start': 66, 'end': 79, 'text': 'India ookeani', 'labels': ['LOC']}"
337,Klaaspärlimängu festivali kontsertetendus kesknädalal pakkus kahetunnise kiirkursuse Indoneesia kultuurist alates 17. sajandi Jaava saare legendist kuni New Yorgi 11. septembri katastroofi mälestuslooni gamelan-ansambli esituses .,"{'start': 126, 'end': 137, 'text': 'Jaava saare', 'labels': ['LOC']}"
338,Weimari lähistel võib imetleda 11. sajandil Wartburgi mäele rajatud Tüüringi maakrahvide linnust .,"{'start': 44, 'end': 59, 'text': 'Wartburgi mäele', 'labels': ['LOC']}"
339,"Plahvatused toimusid Kuta turistipiirkonnas ja Jimbarani rannas , kus on palju restorane ja lõbustusasutusi .","{'start': 47, 'end': 63, 'text': 'Jimbarani rannas', 'labels': ['LOC']}"
340,Esmaspäeva hommikul viidi teine ports kohasid Õisu järve varusid täiendama .,"{'start': 46, 'end': 56, 'text': 'Õisu järve', 'labels': ['LOC']}"
341,"Tõenäoliselt polnud kapten Marinesko merel veel niisugust tormi näinud , nagu puhkes nüüd maa peal , kui ta lõpuks välja ilmus .","{'start': 27, 'end': 42, 'text': 'Marinesko merel', 'labels': ['LOC']}"
342,"Helme vallavanem Tarmo Tamm ütles , et vaatamata valla arengukavas toodud veemajanduskava ühele eelistusele , mis näeb ette toetada Õhne jõe korrastamist ja asjast huvitatud Õhne jõega piirnevatele kinnistu omanikke , ettevõtteid ja MTÜsid , nad valla eelarvest ettevõtmist toetanud ei ole .","{'start': 174, 'end': 184, 'text': 'Õhne jõega', 'labels': ['LOC']}"
343,"Seni on Kalev Kepi sõnul proovid korras olnud , võrreldes Anne kanaliga Tartus on bakterinäidud kümme korda väiksemad , kolibakterid on Verevi järves praktiliselt puudunud .","{'start': 136, 'end': 149, 'text': 'Verevi järves', 'labels': ['LOC']}"
344,Eelmisel nädalal käisid kesklinna valitsuse ametnikud koos päästeameti ja metsanduse spetsialistidega Aegna saart enne turismihooaja algust kontrollimas .,"{'start': 102, 'end': 113, 'text': 'Aegna saart', 'labels': ['LOC']}"
345,Tihedaim asustus on Andide nõlvadel ja orgudes ning Kariibi mere rannikul .,"{'start': 52, 'end': 64, 'text': 'Kariibi mere', 'labels': ['LOC']}"
346,"Pühapäeval sai keskkonnainspektsioon teate , et Sangaste Lossikülas asuvas veidi üle kahehektarilise pindalaga Presnikovi järves on kalad hukkunud .","{'start': 111, 'end': 128, 'text': 'Presnikovi järves', 'labels': ['LOC']}"
347,Itaalias võideldi metsapõlengutega Liguurias ja Toscanas ning Elba saarel .,"{'start': 62, 'end': 73, 'text': 'Elba saarel', 'labels': ['LOC']}"
348,Valga linna päevade üks üritusi – kunstnik Üllar Kallau tuleinstallatsioon – Pedeli jõe poolsaarel reede südaööl meelitas kokku suure rahvahulga .,"{'start': 77, 'end': 87, 'text': 'Pedeli jõe', 'labels': ['LOC']}"
349,Need faktid ilmnesid Soome uurimislaeva Muikku uurimisreisil Soome lahe põhjaosas .,"{'start': 61, 'end': 71, 'text': 'Soome lahe', 'labels': ['LOC']}"
